Category,Subcategory,2ndSubcategory,Name,1stColumnPrice,2ndColumnPrice,3rdColumnPrice
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Reshiram [1st Edition] #22,$136.84,$600.00,"$1,101.45"
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Eevee [Holo 1st Edition] #14,$19.90,$47.50,$99.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Shaymin EX [1st Edition] #21,$30.96,,$274.78
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Growlithe [Holo 1st Edition] #4,$8.85,$29.00,$60.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Meloetta EX [1st Edition] #11,$10.00,$32.62,$45.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Emolga [1st Edition] #23,$32.25,$68.45,$234.47
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Piplup [Holo 1st Edition] #6,$7.98,$29.99,$49.99
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Ralts [Holo 1st Edition] #8,$5.27,$31.65,$40.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Purrloin [Holo 1st Edition] #13,$13.13,$21.75,$41.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Gardevoir [Holo 1st Edition] #10,$11.89,$43.46,$52.31
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Serperior [Holo 1st Edition] #3,$5.68,$18.50,$44.99
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Cinccino [Holo 1st Edition] #19,$5.99,$19.24,$33.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Meloetta EX [1st Edition] #25,$29.99,$36.00,$136.38
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Kirlia [Holo 1st Edition] #9,$5.50,$16.49,$50.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Torchic [Holo 1st Edition] #5,$9.00,$27.00,$72.72
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Snivy [Holo 1st Edition] #1,$6.03,,$31.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Stunfisk [Holo 1st Edition] #12,$6.38,,$27.96
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Teddiursa [Holo 1st Edition] #15,$5.45,$31.49,$39.99
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Audino [Holo 1st Edition] #17,$3.00,$12.50,$40.40
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Servine [Holo 1st Edition] #2,$3.13,,$39.99
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Minccino [Holo 1st Edition] #18,$5.70,$19.98,$42.36
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Elesa [Holo 1st Edition] #20,$2.50,$13.50,$85.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Collection,Ursaring [Holo 1st Edition] #16,$5.48,$16.45,$39.99
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Charizard VMAX #308,$61.59,$88.99,$117.05
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Charizard V #307,$55.53,$70.00,$103.35
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Marnie #198,$67.16,$89.00,$112.74
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Skyla #195,$24.52,$31.00,$41.17
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Kyogre #36,$1.74,$13.45,$25.92
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Ditto VMAX #141,$1.85,$11.00,$17.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Lapras VMAX #32,$1.99,$11.18,$21.71
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Reshiram #21,$1.92,$16.00,$18.87
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Poke Kid #197,$11.37,$29.00,$39.87
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Yveltal #117,$1.91,$14.00,$19.82
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Gengar #71,$3.29,$18.08,$38.47
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Crobat VMAX #109,$1.56,$9.99,$17.44
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Ditto VMAX #324,$5.05,$21.96,$30.49
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Zacian V #329,$5.32,$22.50,$28.88
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Booster Box,$76.75,,
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Suicune #221,$8.08,$22.22,$31.06
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Rillaboom VMAX #10,$2.33,$10.96,$20.01
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Zacian V #137,$1.85,$12.14,$15.71
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Toxtricity VMAX #60,$1.55,$15.75,$17.52
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Eternatus V #124,$1.69,$14.50,$17.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Zamazenta V #330,$5.36,$7.00,$27.93
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Lapras VMAX #312,$5.70,$21.07,$22.80
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Centiskorch VMAX #28,$1.12,$11.79,$16.88
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Ditto V #323,$5.20,$9.99,$36.80
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Eternatus V #327,$6.00,$17.35,$26.97
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Lapras V #31,$1.58,$15.60,$16.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Dragapult VMAX #89,$1.80,$13.34,$22.44
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Eternatus VMAX #328,$5.14,$18.25,$21.01
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Eternatus VMAX #125,$1.73,$10.00,$21.62
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Zamazenta V #139,$1.79,$10.28,$10.65
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Dragapult VMAX #318,$3.58,$15.01,$24.10
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Lapras V #311,$4.80,$13.23,$22.94
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Dragapult V #88,$1.90,$10.25,$15.61
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Rillaboom V #9,$1.24,$8.59,$15.20
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Crobat VMAX #320,$3.00,$6.50,$20.20
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Crobat V #108,$1.60,$12.75,$21.62
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Ball Guy #196,$4.56,$11.74,$21.94
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Boltund V #313,$4.66,$9.21,$18.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Rillaboom VMAX #305,$3.77,$15.50,$16.53
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,LaprasV #311,$10.93,,
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Toxtricity VMAX #315,$4.21,$11.50,$24.01
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Piers #194,$4.63,$9.50,$19.95
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Dubwool V #154,$1.35,$9.18,$10.52
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Bird Keeper #193,$4.79,$10.06,$21.19
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Grimmsnarl VMAX #322,$4.88,$16.50,$20.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Centiskorch V #27,$2.11,$4.05,$9.74
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Zacian #136,$1.25,$5.00,$22.47
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Gym Trainer #192,$4.05,$22.00,$26.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Suicune #33,$2.00,$14.00,$28.54
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Star V,Rillaboom V #304,$2.55,$21.06,$25.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Charizard ex #349,$85.00,$112.00,$152.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Mew ex #347,$72.71,$68.06,$147.01
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Iono #350,$53.13,$44.18,$106.25
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Charizard ex #331,$9.03,$17.58,$46.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Charizard ex #115/190,$2.23,$13.32,$25.69
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Gardevoir ex #348,$38.99,$51.59,$68.61
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Pikachu #236,$13.97,$22.00,$43.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Mew ex #327,$5.46,$24.31,$37.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Mimikyu #341,$7.07,$24.27,$37.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Booster Box,$38.24,,
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Penny #354,$19.99,$24.00,$43.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Mew ex #76,$2.80,$5.00,$20.60
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Gardevoir ex #328,$3.17,$16.49,$29.12
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Charmander #210,$6.71,$13.50,$35.34
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Clive #352,$8.94,$21.95,$32.52
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Alakazam ex #326,$3.13,$16.10,$28.37
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Alakazam ex #75,$1.20,$5.65,$20.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Nemona #351,$7.47,$17.37,$34.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Koraidon ex #114,$1.06,$10.00,$10.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Snorlax #310,$5.15,$18.99,$30.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Nemona #343,$4.50,$10.50,$23.92
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Arven #353,$13.55,$9.91,$30.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Miraidon ex #71,$1.04,$11.42,$14.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Espathra ex #23,$0.63,$10.88,$10.88
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Miraidon ex #358,$6.41,$9.32,$38.48
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Chien-Pao ex #54,$1.00,$5.25,$34.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Raichu #237,$4.34,$15.96,$36.53
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Pidgeot ex #139,$1.25,$7.57,$15.92
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Gardevoir ex #82,$1.43,$7.50,$9.19
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Wugtrio #338,$2.41,$8.50,$27.53
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Meowscarada ex #14,$1.20,$8.88,$12.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Skeledirge ex #32,$0.71,$9.76,$13.75
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Charmeleon #211,$4.83,$18.39,$30.22
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Pawmi #340,$3.41,$14.00,$21.99
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Espathra ex #323,$2.08,$12.93,$14.19
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Pidgeot ex #335,$2.55,$11.00,$21.20
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Palafin #339,$2.44,$8.50,$24.54
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Skeledirge ex #324,$2.81,$9.50,$20.18
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Iron Treads ex #132,$1.12,$2.25,$10.58
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Quaquaval ex #43,$1.15,$11.49,$14.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Students of Paldea #346,$2.82,$7.93,$15.69
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Great Tusk ex #330,$2.06,$9.01,$16.70
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Paldean Clodsire ex #332,$2.33,$9.50,$19.33
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Great Tusk ex #112,$1.00,$5.39,$9.50
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Students of Paldea #345,$3.34,$16.00,$20.52
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Chi-Yu ex #35,$0.99,$7.51,$15.00
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Quaquaval ex #325,$1.88,$12.58,$14.69
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Meowscarada ex #321,$2.24,$13.75,$20.24
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Glimmora ex #111,$0.99,$11.40,$17.29
Trading Cards,Pokemon Cards,Pokemon Japanese Shiny Treasure ex,Noivern ex #334,$2.69,$13.47,$19.80
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Ice Rider Calyrex VMAX #85,$252.36,$253.54,$304.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Galarian Rapidash V #75,$29.00,$29.57,$53.19
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Tornadus V #79,$20.20,$28.33,$56.25
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Ice Rider Calyrex V #73,$27.04,$22.00,$46.67
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Ice Rider Calyrex VMAX #28,$1.78,$15.00,$18.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Ice Rider Calyrex V #27,$1.35,$12.14,$34.35
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Flannery #80,$20.01,$42.00,$50.85
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Sandaconda VMAX #44,$2.55,$14.79,$18.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Tornadus VMAX #58,$2.83,$8.50,$17.52
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Water Energy #95,$55.00,$113.48,$136.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Doctor #81,$8.26,$13.01,$28.44
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Melony #83,$15.17,$18.00,$39.38
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Ice Rider Calyrex V #72,$6.64,,$16.73
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Cinderace #17,$1.49,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Volcanion V #14,$1.62,$13.05,$36.18
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Galarian Rapidash V #29,$2.01,$15.36,$30.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Gardevoir #35,$3.49,$5.02,$26.69
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Sandaconda V #43,$2.04,$13.83,$14.50
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Ice Rider Calyrex VMAX #84,$8.21,,$27.50
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Melony #91,$19.74,$45.85,$55.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Bronzong #92,$6.18,$21.62,$26.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Tornadus V #57,$2.12,$13.99,$15.50
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Lycanroc #42,$1.50,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Abomasnow #2,$0.99,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Liepard V #47,$1.08,$9.02,$34.12
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Sandaconda VMAX #86,$4.08,$17.64,$45.49
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Liepard V #77,$3.99,$9.50,$29.99
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Peony #82,$5.55,$6.99,$9.50
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Volcanion V #71,$3.99,$17.50,$20.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Doctor #89,$9.70,$15.00,$30.54
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Zarude #10,$0.87,$11.66,$33.36
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Porygon-Z #54,$1.60,$13.29,$89.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Sandaconda V #76,$4.82,$9.00,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Tornadus VMAX #87,$5.89,$21.06,$59.13
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Gallade #40,$2.50,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Froslass #21,$0.95,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Galarian Slowking #45,$1.02,$11.86,$79.99
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Booster Box,$72.16,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Booster Pack,$3.88,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Galarian Rapidash V #74,$6.44,$10.15,$28.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Flannery #88,$10.17,$17.50,$33.60
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Peony #90,$6.99,,$65.00
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Welcoming Lantern #93,$9.56,$19.99,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Rugged Helmet #94,$5.82,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Aron #48,$1.27,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Single Strike Scroll of Piercing #62,$3.29,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Fire-Resistant Gloves #63,$3.28,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Castform Sunny Form #11,$1.74,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Castform Snowy Form #19,$1.75,,
Trading Cards,Pokemon Cards,Pokemon Japanese Silver Lance,Galarian Slowpoke #30,$2.50,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Tyranitar V #77,$97.57,$85.87,$155.48
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Phoebe #80,$31.51,$36.48,$45.00
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Tyranitar V #46,$3.24,$16.26,$29.99
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Houndoom #89,$27.24,$15.50,$51.48
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Urshifu VMAX #37,$1.50,$12.90,$18.74
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Urshifu VMAX #85,$76.00,,$234.14
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Urshifu V #75,$19.90,$16.52,$90.01
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Tapu Koko V #72,$4.74,$19.15,$48.03
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Tapu Koko VMAX #18,$2.26,$14.36,$18.39
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Mimikyu V #27,$1.49,$12.88,$35.67
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Entei #9,$2.38,$13.19,$26.87
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Mimikyu V #73,$8.54,$16.31,$37.54
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Tyranitar V #76,$8.29,$19.76,$38.27
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Tapu Koko V #17,$1.78,$13.44,$36.77
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Urshifu VMAX #84,$9.91,$29.15,$67.69
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Flapple VMAX #8,$2.99,$15.78,$41.37
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Tepig #10,$1.02,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Urshifu V #74,$10.70,$10.52,$20.00
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Phoebe #87,$15.99,$16.01,$74.00
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Electivire #16,$1.42,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Tapu Koko VMAX #83,$8.55,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Bruno #79,$5.14,$19.92,$24.00
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Style Mustard #81,$4.10,$9.50,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Flapple VMAX #82,$8.50,$26.42,$28.50
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Bruno #86,$4.83,,$60.00
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Exp. Share #90,$12.83,,$22.50
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Energy #91,$7.99,,$38.86
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Stoutland V #78,$5.45,$20.53,$25.00
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Pignite #11,$2.58,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Scatterbug #4,$2.99,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Aegislash #53,$1.73,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Style Mustard #88,$4.02,$17.77,$45.29
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Emboar #12,$3.25,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Salazzle #14,$2.49,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Electabuzz #15,$1.85,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Yamper #19,$1.99,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Cacturne #2,$1.59,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Boltund #20,$2.80,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Galarian Slowpoke #21,$1.86,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Grumpig #23,$2.24,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Chimecho #24,$1.74,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Meowstic #26,$1.44,,$29.00
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Primeape #29,$1.02,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Gligar #30,$1.99,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Gliscor #31,$1.99,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Coalossal #34,$1.74,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Stonjourner #35,$1.57,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Single Strike Urshifu V #36,$1.26,,$21.76
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Zubat #38,$1.00,,
Trading Cards,Pokemon Cards,Pokemon Japanese Single Strike Master,Golbat #39,$1.49,,
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Moltres & Zapdos & Articuno GX #60,$195.31,$177.50,$632.81
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Jessie & James #62,$57.73,$56.35,$154.24
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Moltres & Zapdos & Articuno GX #35,$8.03,$27.26,$40.51
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Moltres & Zapdos & Articuno GX #59,$36.42,$49.00,$57.00
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Moltres & Zapdos & Articuno GX #66,$28.19,$25.50,$121.84
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Rowlet & Alolan Exeggutor GX #1,$4.68,$10.50,$20.60
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Rowlet & Alolan Exeggutor GX #56,$36.07,$36.02,$100.00
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Booster Box,$207.38,,$33.00
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Keldeo GX #19,$2.10,$14.88,$16.66
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Lillie #53,$14.82,$21.99,$50.38
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Rowlet & Alolan Exeggutor GX #63,$12.08,$14.99,$71.78
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Naganadel GX #34,$2.00,$18.49,$23.63
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Jessie & James #48,$2.91,$14.25,$31.74
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Poke Maniac #61,$10.39,$12.17,$46.69
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Viridian Forest #68,$28.54,$76.29,$92.00
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Keldeo GX #64,$11.00,$44.00,$53.00
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Rowlet & Alolan Exeggutor GX #55,$9.40,$31.84,$38.00
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Victini #11,$1.73,$14.50,$17.00
Trading Cards,Pokemon Cards,Pokemon Japanese Sky Legend,Keldeo GX #57,$4.00,$12.00,$27.91
